player,is_rookie,yrs_exp,headshot
Jalen Green,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630224.png
Javonte Green,FALSE,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629750.png
Jeff Green,FALSE,14,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201145.png
Josh Green,FALSE,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630182.png
Blake Griffin,FALSE,12,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201933.png
Quentin Grimes,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629656.png
Kyle Guy,FALSE,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629657.png
Rui Hachimura,FALSE,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629060.png
Tyrese Haliburton,FALSE,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630169.png
Johnny Hamilton,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629148.png
R.J. Hampton,FALSE,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630181.png
Tim Hardaway Jr.,FALSE,8,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203501.png
James Harden,FALSE,12,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201935.png
Maurice Harkless,FALSE,9,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203090.png
Montrezl Harrell,FALSE,6,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626149.png
Gary Harris,FALSE,7,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203914.png
Joe Harris,FALSE,7,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203925.png
Tobias Harris,FALSE,10,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202699.png
Shaquille Harrison,FALSE,4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627885.png
Josh Hart,FALSE,4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628404.png
Isaiah Hartenstein,FALSE,3,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628392.png
Udonis Haslem,FALSE,18,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2617.png
Sam Hauser,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630573.png
Jaxson Hayes,FALSE,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629637.png
Killian Hayes,FALSE,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630165.png
Gordon Hayward,FALSE,11,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202330.png
Aaron Henry,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630565.png
Juancho Hernangomez,FALSE,5,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627823.png
Willy Hernangomez,FALSE,5,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626195.png
Tyler Herro,FALSE,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629639.png
Buddy Hield,FALSE,5,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627741.png
George Hill,FALSE,13,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201588.png
Solomon Hill,FALSE,8,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203524.png
Nate Hinton,FALSE,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630207.png
Jaylen Hoard,FALSE,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629658.png
Aaron Holiday,FALSE,3,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628988.png
Jrue Holiday,FALSE,12,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201950.png
Justin Holiday,FALSE,9,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203200.png
Rondae Hollis-Jefferson,FALSE,6,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626178.png
Richaun Holmes,FALSE,6,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626158.png
Daulton Hommes,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629756.png
Rodney Hood,FALSE,7,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203918.png
Al Horford,FALSE,14,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201143.png
Talen Horton-Tucker,FALSE,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629659.png
Danuel House Jr.,FALSE,5,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627863.png
Dwight Howard,FALSE,17,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2730.png
Markus Howard,FALSE,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630210.png
Kevin Huerter,FALSE,3,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628989.png
Jay Huff,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630643.png
Elijah Hughes,FALSE,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630190.png
Feron Hunt,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630624.png
De'Andre Hunter,FALSE,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629631.png
Matt Hurt,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630562.png
Chandler Hutchison,FALSE,3,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628990.png
Nah'Shon Hyland,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630538.png
Serge Ibaka,FALSE,12,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201586.png
Andre Iguodala,FALSE,17,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2738.png
Ersan Ilyasova,FALSE,15,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101141.png
Joe Ingles,FALSE,7,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204060.png
Brandon Ingram,FALSE,5,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627742.png
Kyrie Irving,FALSE,10,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202681.png
Jonathan Isaac,FALSE,4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628371.png
Wes Iwundu,FALSE,4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628411.png
Frank Jackson,FALSE,4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628402.png
Isaiah Jackson,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630543.png
Josh Jackson,FALSE,4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628367.png
Justin Jackson,FALSE,4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628382.png
Reggie Jackson,FALSE,10,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202704.png
Jaren Jackson Jr.,FALSE,3,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628991.png
Justin James,FALSE,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629713.png
LeBron James,FALSE,18,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2544.png
DeJon Jarreau,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630610.png
Ty Jerome,FALSE,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629660.png
Isaiah Joe,FALSE,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630198.png
Alize Johnson,FALSE,3,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628993.png
Cameron Johnson,FALSE,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629661.png
David Johnson,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630525.png
Jalen Johnson,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630552.png
James Johnson,FALSE,12,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201949.png
Keldon Johnson,FALSE,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629640.png
Keon Johnson,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630553.png
Stanley Johnson,FALSE,6,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626169.png
Nikola Jokic,FALSE,6,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203999.png
Rokas Jokubaitis,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630599.png
Carlik Jones,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630637.png
Damian Jones,FALSE,5,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627745.png
Herbert Jones,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630529.png
Kai Jones,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630539.png
Tre Jones,FALSE,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630200.png
Tyus Jones,FALSE,6,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626145.png
Derrick Jones Jr.,FALSE,5,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627884.png
DeAndre Jordan,FALSE,13,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201599.png
Cory Joseph,FALSE,10,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202709.png
Mfiondu Kabengele,FALSE,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629662.png
Georgios Kalaitzakis,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630686.png
Frank Kaminsky,FALSE,6,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626163.png
Enes Kanter,FALSE,10,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202683.png
Luke Kennard,FALSE,4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628379.png
George King,FALSE,3,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628994.png
Louis King,FALSE,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629663.png
Corey Kispert,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630557.png
Maxi Kleber,FALSE,4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628467.png
Nathan Knight,FALSE,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630233.png
Kevin Knox II,FALSE,3,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628995.png
John Konchar,FALSE,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629723.png
Balsa Koprivica,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630638.png
Furkan Korkmaz,FALSE,4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627788.png
Luke Kornet,FALSE,4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628436.png
Vit Krejci,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630249.png
Arnoldas Kulboka,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629083.png
Jonathan Kuminga,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630228.png
Kyle Kuzma,FALSE,4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628398.png
Zach LaVine,FALSE,7,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203897.png
Anthony Lamb,FALSE,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630237.png
Jeremy Lamb,FALSE,9,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203087.png
Jock Landale,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629111.png
Romeo Langford,FALSE,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629641.png
AJ Lawson,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630639.png
Jake Layman,FALSE,5,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627774.png
Caris LeVert,FALSE,5,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627747.png
T.J. Leaf,FALSE,4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628388.png
Damion Lee,FALSE,4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627814.png
Saben Lee,FALSE,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630240.png
Alex Len,FALSE,8,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203458.png
Kawhi Leonard,FALSE,10,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202695.png
Matt Lewis,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630665.png
Scottie Lewis,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630575.png
Kira Lewis Jr.,FALSE,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630184.png
Damian Lillard,FALSE,9,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203081.png
Nassir Little,FALSE,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629642.png
Isaiah Livers,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630587.png
Kevon Looney,FALSE,6,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626172.png
Brook Lopez,FALSE,13,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201572.png
Robin Lopez,FALSE,13,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201577.png
Didi Louzada,FALSE,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629712.png
Kevin Love,FALSE,13,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201567.png
Kyle Lowry,FALSE,15,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200768.png
Timothe Luwawu-Cabarrot,FALSE,5,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627789.png
Trey Lyles,FALSE,6,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626168.png
Theo Maledon,FALSE,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630177.png
Sandro Mamukelashvili,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630572.png
Terance Mann,FALSE,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629611.png
Tre Mann,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630544.png
Boban Marjanovic,FALSE,6,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626246.png
Lauri Markkanen,FALSE,4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628374.png
Naji Marshall,FALSE,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630230.png
Caleb Martin,FALSE,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628997.png
Cody Martin,FALSE,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628998.png
KJ Martin,FALSE,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630231.png
Kelan Martin,FALSE,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629103.png
Wesley Matthews,FALSE,12,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202083.png
Tyrese Maxey,FALSE,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630178.png
Skylar Mays,FALSE,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630219.png
Miles McBride,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630540.png
Mac McClung,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630644.png
CJ McCollum,FALSE,8,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203468.png
T.J. McConnell,FALSE,6,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204456.png
Jaden McDaniels,FALSE,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630183.png
Jalen McDaniels,FALSE,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629667.png
Doug McDermott,FALSE,7,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203926.png
JaVale McGee,FALSE,13,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201580.png
Rodney McGruder,FALSE,5,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203585.png
JaQuori McLaughlin,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630605.png
Jordan McLaughlin,FALSE,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629162.png
Ben McLemore,FALSE,8,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203463.png
Nicolo Melli,FALSE,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629740.png
De'Anthony Melton,FALSE,3,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629001.png
Sam Merrill,FALSE,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630241.png
Chimezie Metu,FALSE,3,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629002.png
Khris Middleton,FALSE,9,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203114.png
Isaiah Miller,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630627.png
Patty Mills,FALSE,12,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201988.png
Paul Millsap,FALSE,15,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200794.png
Shake Milton,FALSE,3,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629003.png
Davion Mitchell,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630558.png
Donovan Mitchell,FALSE,4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628378.png
Evan Mobley,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630596.png
Malik Monk,FALSE,4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628370.png
Moses Moody,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630541.png
E'Twaun Moore,FALSE,10,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202734.png
Ja Morant,FALSE,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629630.png
Juwan Morgan,FALSE,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629752.png
Markieff Morris,FALSE,10,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202693.png
Monte Morris,FALSE,4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628420.png
Marcus Morris Sr.,FALSE,10,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202694.png
Mychal Mulder,FALSE,2,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628539.png
Trey Murphy III,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630530.png
Dejounte Murray,FALSE,5,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627749.png
Jamal Murray,FALSE,5,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627750.png
Mike Muscala,FALSE,8,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203488.png
Svi Mykhailiuk,FALSE,3,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629004.png
Abdel Nader,FALSE,4,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627846.png
Larry Nance Jr.,FALSE,6,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626204.png
RJ Nembhard Jr.,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630612.png
Aaron Nesmith,FALSE,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630174.png
Raul Neto,FALSE,6,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203526.png
Georges Niang,FALSE,5,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627777.png
Daishen Nix,TRUE,0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630227.png
Zeke Nnaji,FALSE,1,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630192.png
